symbol,direction,entry_time,entry_price,exit_time,exit_price,pnl,pnl_percent,exit_reason,regime,score,duration_hours
VETUSDT,long,2025-01-17 04:15:00,0.0532075905,2025-01-17 05:30:00,0.05725136,43.01702234945182,4.703670855366029,completed,trending,91,1.25
DOGEUSDT,long,2025-01-17 04:00:00,0.38563272,2025-01-17 08:15:00,0.403708045,42.43546388850413,2.8735702969758425,completed,trending,85,4.25
VETUSDT,long,2025-01-17 06:25:00,0.056640306,2025-01-17 08:15:00,0.0550449,-21.560967790795438,-2.8699721460191276,stopped,trending,86,1.8333333333333333
FILUSDT,long,2025-01-17 04:45:00,5.878938,2025-01-17 12:00:00,5.780214,-21.922565778704232,-1.7328294845089334,stopped,trending,87,7.25
AVAXUSDT,long,2025-01-17 08:15:00,41.150565,2025-01-17 15:05:00,41.1710785566525,-0.049685326126002405,-0.004163459499992738,stopped,trending,89,6.833333333333333
BTCUSDT,long,2025-01-17 12:00:00,102331.24005,2025-01-17 16:10:00,104226.92047,1116.9906955103545,1.0915441804131196,completed,trending,87,4.166666666666667
LINKUSDT,long,2025-01-17 05:00:00,23.738863499999997,2025-01-17 20:40:00,24.9645115,42.58431618037516,3.173916749346507,completed,trending,91,15.666666666666666
DOGEUSDT,long,2025-01-18 03:10:00,0.42595287,2025-01-18 03:25:00,0.41804154,-31.29525664674148,-1.9108237234556007,stopped,trending,91,0.25
SOLUSDT,long,2025-01-18 03:40:00,221.9109,2025-01-18 06:15:00,233.92298,44.318843184540064,3.328576407959235,completed,high_volatility,92,2.5833333333333335
ZECUSDT,short,2025-01-18 06:15:00,51.544215,2025-01-18 09:00:00,52.61155899999999,-30.673049651439758,-2.1252939034574325,stopped,trending,85,2.75
ETHUSDT,short,2025-01-18 06:15:00,3325.45644,2025-01-18 15:15:00,3323.7887235953394,32.69150576939501,0.9830682301583541,stopped,trending,86,9.0
SOLUSDT,long,2025-01-18 09:05:00,238.63926,2025-01-18 16:00:00,261.42922000000004,56.58598764350006,5.927983899579229,completed,trending,88,6.916666666666667
JUPUSDT,long,2025-01-18 16:00:00,1.0956475499999998,2025-01-18 16:35:00,1.024974,-30.065861719406893,-6.502649307115209,stopped,trending,87,0.5833333333333334
XLMUSDT,long,2025-01-18 16:35:00,0.47223599999999993,2025-01-18 17:50:00,0.47247140964599993,-0.057686414409381326,-0.004163459500000942,stopped,trending,90,1.25
SEIUSDT,short,2025-01-18 17:50:00,0.38810585,2025-01-19 00:20:00,0.39647607999999995,-31.41036566322592,-2.2112697144606246,stopped,trending,93,6.5
TONUSDT,short,2025-01-18 15:15:00,5.30164785,2025-01-19 01:05:00,5.336505098925,11.11615570224397,0.4279052982629893,stopped,trending,92,9.833333333333334
ARBUSDT,short,2025-01-18 05:00:00,0.7922037000000001,2025-01-19 02:35:00,0.7929959037,41.12370850213352,2.7656112489149254,stopped,trending,88,21.583333333333332
APTUSDT,short,2025-01-18 05:00:00,9.4978487,2025-01-19 02:40:00,9.5073465487,40.52057450862763,2.199118425271628,stopped,trending,94,21.666666666666668
AVAXUSDT,short,2025-01-19 12:20:00,37.085448,2025-01-19 14:00:00,37.921884,-17.133759592799983,-2.3100381034631137,stopped,trending,89,1.6666666666666667
LINKUSDT,long,2025-01-19 12:20:00,22.745367,2025-01-19 14:35:00,24.7046415,35.224178558098984,5.340106610858375,completed,trending,86,2.25
ADAUSDT,long,2025-01-19 15:15:00,1.07263605,2025-01-19 19:55:00,1.073170759070925,-0.030725232056684315,-0.0041634595000093885,stopped,trending,96,4.666666666666667
HBARUSDT,long,2025-01-19 17:10:00,0.34927455,2025-01-19 21:25:00,0.344632297725,14.869064735561404,1.101242094587799,stopped,trending,89,4.25
ARBUSDT,short,2025-01-19 20:00:00,0.7818089,2025-01-19 21:30:00,0.747563595,63.37862427638022,2.6816620788859087,completed,trending,85,1.5
UNIUSDT,long,2025-01-19 16:00:00,14.156074499999999,2025-01-19 21:40:00,13.776209999999999,-35.160428436146105,-2.7366782847533058,stopped,trending,85,5.666666666666667
LTCUSDT,long,2025-01-19 14:15:00,122.04099,2025-01-19 21:45:00,118.89099,-16.075258172999956,-2.6344031088243316,stopped,trending,87,7.5
TONUSDT,short,2025-01-19 22:00:00,4.9297339000000004,2025-01-20 02:25:00,4.98009206695,12.960837236487539,0.7919021019565065,stopped,trending,87,4.416666666666667
LINKUSDT,long,2025-01-20 02:35:00,24.356172,2025-01-20 05:30:00,24.368313551742002,-0.027379602638167938,-0.004163459499995249,stopped,trending,89,2.9166666666666665
DOTUSDT,short,2025-01-19 22:00:00,6.408794,2025-01-20 06:35:00,6.405579989809,21.99407588138915,1.8753326601249236,stopped,trending,87,8.583333333333334
ZECUSDT,short,2025-01-19 22:00:00,47.406285000000004,2025-01-20 06:40:00,48.831782999999994,-30.481127845559797,-3.0617929212550408,stopped,trending,87,8.666666666666666
POLUSDT,short,2025-01-19 22:00:00,0.452963405,2025-01-20 06:40:00,0.4593455892024999,13.594426477211202,1.1797246842783482,stopped,trending,87,8.666666666666666
BTCUSDT,long,2025-01-20 07:55:00,107232.3894,2025-01-20 15:55:00,104788.83627,-36.00900279854404,-2.3321301287080156,stopped,trending,86,8.0
HBARUSDT,long,2025-01-20 07:15:00,0.365472645,2025-01-20 16:10:00,0.35142821999999996,-35.01578786006085,-3.8957739870107178,stopped,trending,87,8.916666666666666
XRPUSDT,long,2025-01-20 07:20:00,3.2066025,2025-01-20 17:05:00,3.15479329875,15.40476911796777,1.3881341670870957,stopped,trending,88,9.75
XLMUSDT,long,2025-01-20 07:30:00,0.46552264499999996,2025-01-20 17:05:00,0.45021933000000003,-35.25697135606968,-3.3404530370912315,stopped,trending,89,9.583333333333334
BNBUSDT,short,2025-01-20 17:15:00,685.4970800000001,2025-01-21 11:40:00,690.6985485399999,10.892181771141711,0.5296488289997145,stopped,trending,86,18.416666666666668
DOTUSDT,short,2025-01-20 17:15:00,6.4597685,2025-01-21 12:15:00,6.565393084249999,13.433734350042737,1.4051351118562003,stopped,trending,93,19.0
RENDERUSDT,short,2025-01-20 16:00:00,6.8995485,2025-01-21 14:25:00,6.896088376427249,21.80108294049185,2.051807790604812,stopped,trending,94,22.416666666666668
POLUSDT,short,2025-01-20 16:25:00,0.455801985,2025-01-21 14:30:00,0.4555734003045225,21.634779464317727,1.843312749646683,stopped,trending,85,22.083333333333332
QNTUSDT,short,2025-01-21 14:25:00,107.036455,2025-01-21 16:05:00,106.98277621781749,-0.06878803436517011,-0.0038364594999852654,stopped,trending,88,1.6666666666666667
AAVEUSDT,long,2025-01-21 12:20:00,362.48115,2025-01-22 01:20:00,362.66184685327505,-0.04210624036031141,-0.004163459499989652,stopped,trending,91,13.0
LINKUSDT,long,2025-01-21 11:40:00,25.636812,2025-01-22 08:20:00,25.630383569390997,23.596394321004045,2.05448875035099,stopped,trending,92,20.666666666666668
VETUSDT,long,2025-01-22 01:45:00,0.051195584999999995,2025-01-22 08:25:00,0.049746204,-35.2834288059541,-2.8843020018815935,stopped,trending,92,6.666666666666667
BTCUSDT,long,2025-01-21 16:15:00,106232.08949999999,2025-01-22 13:35:00,104465.76965999999,-36.69206627221059,-1.7162500244083,stopped,trending,87,21.333333333333332
QNTUSDT,long,2025-01-22 12:35:00,117.90892499999998,2025-01-22 14:50:00,115.97391,-31.970613847199658,-1.6946667654293166,stopped,trending,86,2.25
ZECUSDT,short,2025-01-22 13:30:00,49.23537,2025-01-22 15:50:00,49.210678461944994,-0.08877806639664787,-0.0038364594999812374,stopped,trending,89,2.3333333333333335
DOGEUSDT,long,2025-01-21 14:30:00,0.37086534,2025-01-23 02:00:00,0.35423541000000003,-34.574386201168345,-4.536877779546604,stopped,trending,88,35.5
FILUSDT,short,2025-01-22 14:35:00,5.0984495,2025-01-23 13:15:00,4.8634305,62.959190522931145,2.8257880007314076,completed,trending,86,22.666666666666668
AVAXUSDT,short,2025-01-23 14:15:00,35.198392000000005,2025-01-23 14:30:00,35.58254699999999,-38.083590027459906,-1.1456939667300299,stopped,trending,85,0.25
SUIUSDT,short,2025-01-23 14:15:00,4.33153315,2025-01-23 14:30:00,4.387483099999999,-37.22306709194503,-1.3460380509265797,stopped,trending,85,0.25
AVAXUSDT,short,2025-01-23 15:05:00,35.557212500000006,2025-01-23 16:05:00,36.252216,-34.883932187809215,-2.009133999733504,stopped,trending,85,1.0
POLUSDT,short,2025-01-23 15:05:00,0.438650565,2025-01-23 16:10:00,0.44577532999999997,-35.46355548294799,-1.6786847160791818,stopped,trending,85,1.0833333333333333
LINKUSDT,long,2025-01-23 14:00:00,24.633310499999997,2025-01-23 16:15:00,26.0879495,70.36157097812045,3.6380168641888573,completed,trending,96,2.25
BTCUSDT,long,2025-01-23 15:05:00,103463.70599999999,2025-01-23 19:50:00,103360.242294,36.21026725928416,1.746321945674989,stopped,high_volatility,89,4.75
XRPUSDT,long,2025-01-24 06:35:00,3.15527685,2025-01-24 15:15:00,3.156849755509725,-0.10278684776934055,-0.004163459500003574,stopped,trending,87,8.666666666666666
QNTUSDT,long,2025-01-24 15:25:00,113.57676,2025-01-24 17:10:00,111.45842999999999,-35.32345920125724,-1.9186050925382974,stopped,trending,89,1.75
SOLUSDT,long,2025-01-24 07:10:00,261.67077,2025-01-24 19:05:00,261.801212878845,23.52853437683008,1.478967586839695,stopped,trending,93,11.916666666666666
BTCUSDT,long,2025-01-24 08:00:00,104943.0453,2025-01-24 20:35:00,104838.1022547,43.94732462454785,1.0411025808081,stopped,trending,93,12.583333333333334
AAVEUSDT,long,2025-01-24 07:20:00,350.01491999999996,2025-01-24 20:45:00,341.76789,-34.70752894347611,-2.409557672198642,stopped,trending,93,13.416666666666666
RENDERUSDT,short,2025-01-24 22:05:00,6.934531,2025-01-25 02:15:00,6.931053332703499,20.831921680704806,1.0358914350817026,stopped,trending,92,4.166666666666667
FILUSDT,short,2025-01-24 22:00:00,5.0514730000000005,2025-01-25 04:45:00,5.0489396862905,20.64382512105486,0.8531720548412607,stopped,trending,85,6.75
ONDOUSDT,long,2025-01-25 02:20:00,1.42781355,2025-01-25 07:55:00,1.428525315054675,-0.043158114633914224,-0.004163459499994871,stopped,trending,86,5.583333333333333
LTCUSDT,long,2025-01-24 21:50:00,118.95945,2025-01-25 13:20:00,126.706615,47.84067001085,4.021594754418416,completed,high_volatility,91,15.5
UNIUSDT,short,2025-01-25 06:00:00,12.265864,2025-01-25 15:10:00,12.259712669204,20.542908173848485,0.6920674345089676,stopped,trending,95,9.166666666666666
SEIUSDT,short,2025-01-25 16:30:00,0.34542720000000005,2025-01-25 18:05:00,0.35015980999999996,-37.72445284411172,-1.4244444249612984,stopped,trending,90,1.5833333333333333
LTCUSDT,long,2025-01-25 16:00:00,127.67380499999999,2025-01-25 20:35:00,125.30457000000001,-36.50388203006202,-1.9091928538120841,stopped,trending,92,4.583333333333333
JUPUSDT,long,2025-01-25 15:15:00,0.95957955,2025-01-26 00:00:00,0.960057900405675,12.336438875707291,2.58673797321262,stopped,trending,92,8.75
SOLUSDT,long,2025-01-25 19:05:00,258.139005,2025-01-26 00:00:00,254.51523,-37.10295971920245,-1.4574285832743465,stopped,trending,87,4.916666666666667
DOTUSDT,short,2025-01-26 03:20:00,6.294851,2025-01-26 03:45:00,6.350344,-39.08764369670869,-0.9357997933549076,stopped,trending,85,0.4166666666666667
